,Gene,variable,value
20181,ARID4A,6_activate,1
20182,ARID4B,6_activate,2
20183,ARID4B,6_activate,4
20184,ARID4B,6_activate,1
20185,ARL11,6_activate,12
20186,ARL11,6_activate,5
20187,ARL11,6_activate,3
20188,ARL14,6_activate,5
20189,ARL14,6_activate,1
20190,ARL14,6_activate,1
20191,ARL15,6_activate,2
20192,ARL5C,6_activate,4
20193,ARL5C,6_activate,1
20194,ARL6IP5,6_activate,13
20195,ARL6,6_activate,1
20196,ARMC10,6_activate,12
20197,ARMC1,6_activate,2
20198,ARMC4,6_activate,2
20199,ARMC4,6_activate,2
20200,ARMS2,6_activate,6
20201,ARPC5L,6_activate,6
20202,ARPC5L,6_activate,5
20203,ARPC5L,6_activate,1
20204,ARPC5L,6_activate,18
20205,ARRB1,6_activate,3
20206,ARRB1,6_activate,2
20207,ARRB2,6_activate,6
20208,ARV1,6_activate,1
20209,ARVCF,6_activate,3
20210,ARVCF,6_activate,4
20211,ARVCF,6_activate,2
20212,AS3MT,6_activate,2
20213,ASAH2,6_activate,2
20214,ASAH2,6_activate,1
20215,ASAP2,6_activate,1
20216,ASMTL,6_activate,4
20217,ASMTL,6_activate,6
20218,ASMTL,6_activate,1
20219,ASPHD2,6_activate,1
20220,ASXL2,6_activate,4
20221,ATAD1,6_activate,8
20222,ATAD3A,6_activate,8
20223,ATAD3B,6_activate,3
20224,ATCAY,6_activate,1
20225,ATCAY,6_activate,3
20226,ATCAY,6_activate,2
20227,ATL2,6_activate,1
20228,ATL2,6_activate,1
20229,ATL2,6_activate,2
20230,ATP10D,6_activate,1
20231,ATP10D,6_activate,1
20232,ATP10D,6_activate,1
20233,ATP13A3,6_activate,6
20234,ATP1A2,6_activate,4
20235,ATP1A2,6_activate,1
20236,ATP1A2,6_activate,1
20237,ATP1A2,6_activate,5
20238,ATP5E,6_activate,1
20239,ATP5E,6_activate,3
20240,ATP5L2,6_activate,15
20241,ATP5SL,6_activate,1
20242,ATP5SL,6_activate,5
20243,ATP5SL,6_activate,2
20244,ATP5S,6_activate,4
20245,ATP5S,6_activate,5
20246,ATP7B,6_activate,2
20247,ATP7B,6_activate,6
20248,ATP8B1,6_activate,8
20249,ATP8B2,6_activate,6
20250,ATP8B2,6_activate,2
20251,ATP8B2,6_activate,3
20252,ATP8B2,6_activate,3
20253,ATP8B2,6_activate,2
20254,ATP8B2,6_activate,1
20255,ATPAF1,6_activate,8
20256,ATXN2,6_activate,1
20257,ATXN7,6_activate,2
20258,ATXN7,6_activate,1
20259,ATXN7,6_activate,2
20260,AUH,6_activate,3
20261,AZI2,6_activate,2
20262,B3GALT1,6_activate,2
20263,BAALC,6_activate,2
20264,BAALC,6_activate,1
20265,BAALC,6_activate,2
20266,BAIAP3,6_activate,2
20267,BAIAP3,6_activate,2
20268,BANF1,6_activate,4
20269,BANF1,6_activate,1
20270,BANF1,6_activate,1
20271,BARX2,6_activate,3
20272,BBS1,6_activate,1
20273,BCAN,6_activate,6
20274,BCAN,6_activate,7
20275,BCAP29,6_activate,3
20276,BCAR3,6_activate,7
20277,BCAR3,6_activate,4
20278,BCAR3,6_activate,11
20279,BCAR3,6_activate,8
20280,BCAR3,6_activate,6
20281,BCKDHA,6_activate,2
20282,BCKDHA,6_activate,4
20283,BCKDHA,6_activate,5
20284,BCKDHB,6_activate,3
20285,BCO2,6_activate,1
20286,BFSP1,6_activate,3
20287,BFSP1,6_activate,4
20288,BFSP2,6_activate,1
20289,BFSP2,6_activate,2
20290,BIN2,6_activate,3
20291,BIN2,6_activate,1
20292,BLID,6_activate,3
20293,BLOC1S1,6_activate,3
20294,BLOC1S1,6_activate,5
20295,BLOC1S5,6_activate,1
20296,BLOC1S5,6_activate,4
20297,BMS1,6_activate,2
20298,BOLA1,6_activate,2
20299,BOLA1,6_activate,4
20300,BOLA1,6_activate,2
20301,BOLA1,6_activate,1
20302,BOLA3,6_activate,2
20303,BOLA3,6_activate,5
20304,BOLA3,6_activate,1
20305,BOLA3,6_activate,1
20306,BPIFA1,6_activate,2
20307,BPIFA1,6_activate,3
20308,BPIFB1,6_activate,1
20309,BPIFB1,6_activate,4
20310,BPIFB2,6_activate,6
20311,BRI3BP,6_activate,1
20312,BRI3BP,6_activate,1
20313,BRK1,6_activate,3
20314,BRK1,6_activate,3
20315,BSN,6_activate,4
20316,BSN,6_activate,4
20317,BTAF1,6_activate,7
20318,BTF3,6_activate,6
20319,BTF3,6_activate,3
20320,BVES,6_activate,2
20321,BVES,6_activate,1
20322,BZRAP1,6_activate,10
20323,BZRAP1,6_activate,8
20324,BZRAP1,6_activate,2
20325,C10orf10,6_activate,4
20326,C10orf10,6_activate,1
20327,C10orf113,6_activate,1
20328,C10orf113,6_activate,2
20329,C10orf113,6_activate,3
20330,C10orf2,6_activate,3
20331,C10orf2,6_activate,3
20332,C10orf35,6_activate,10
20333,C10orf35,6_activate,6
20334,C11orf73,6_activate,1
20335,C12orf49,6_activate,3
20336,C12orf49,6_activate,2
20337,C12orf65,6_activate,1
20338,C14orf119,6_activate,3
20339,C14orf159,6_activate,5
20340,C14orf159,6_activate,10
20341,C14orf166,6_activate,1
20342,C14orf2,6_activate,1
20343,C15orf38-AP3S2,6_activate,7
20344,C15orf48,6_activate,1
20345,C15orf61,6_activate,3
20346,C15orf61,6_activate,3
20347,C15orf61,6_activate,3
20348,C15orf62,6_activate,2
20349,C15orf62,6_activate,5
20350,C16orf58,6_activate,3
20351,C16orf58,6_activate,2
20352,C16orf58,6_activate,11
20353,C16orf62,6_activate,5
20354,C16orf62,6_activate,5
20355,C16orf70,6_activate,9
20356,C17orf85,6_activate,1
20357,C17orf85,6_activate,3
20358,C17orf89,6_activate,1
20359,C17orf89,6_activate,2
20360,C19orf10,6_activate,13
20361,C19orf43,6_activate,1
20362,C1GALT1,6_activate,10
20363,C1GALT1,6_activate,1
20364,C1QBP,6_activate,3
20365,C1QBP,6_activate,16
20366,C1orf21,6_activate,1
20367,C1orf21,6_activate,2
20368,C1orf21,6_activate,4
20369,C1orf21,6_activate,1
20370,C20orf197,6_activate,3
20371,C20orf24,6_activate,4
20372,C21orf33,6_activate,1
20373,C21orf33,6_activate,1
20374,C2orf43,6_activate,1
20375,C2orf43,6_activate,2
20376,C2orf43,6_activate,18
20377,C2orf47,6_activate,4
20378,C3orf52,6_activate,4
20379,C3orf52,6_activate,1
20380,C3orf52,6_activate,3
20381,C4BPA,6_activate,6
20382,C4BPA,6_activate,2
20383,C4BPA,6_activate,1
20384,C5orf63,6_activate,2
20385,C5orf63,6_activate,1
20386,C5orf63,6_activate,1
20387,C6,6_activate,2
20388,C6orf136,6_activate,1
20389,C6orf203,6_activate,6
20390,C6orf25,6_activate,6
20391,C7orf10,6_activate,3
20392,C7orf10,6_activate,3
20393,C7orf10,6_activate,9
20394,C8A,6_activate,1
20395,C8B,6_activate,1
20396,C8orf82,6_activate,7
20397,C8orf82,6_activate,2
20398,C9,6_activate,2
20399,C9orf91,6_activate,3
20400,C9orf91,6_activate,2
20401,CABP1,6_activate,4
20402,CABS1,6_activate,4
20403,CABS1,6_activate,1
20404,CABS1,6_activate,1
20405,CACFD1,6_activate,1
20406,CADPS2,6_activate,10
20407,CADPS,6_activate,3
20408,CALCOCO1,6_activate,2
20409,CALCOCO1,6_activate,2
20410,CALCOCO1,6_activate,3
20411,CALCOCO1,6_activate,3
20412,CALD1,6_activate,1
20413,CALD1,6_activate,2
20414,CALD1,6_activate,1
20415,CALD1,6_activate,5
20416,CALU,6_activate,7
20417,CAP1,6_activate,6
20418,CAP2,6_activate,1
20419,CAPRIN2,6_activate,1
20420,CAPRIN2,6_activate,14
20421,CAPRIN2,6_activate,1
20422,CAPZA1,6_activate,3
20423,CAPZA1,6_activate,1
20424,CAPZA2,6_activate,2
20425,CAPZA2,6_activate,1
20426,CAPZA2,6_activate,4
20427,CAPZA2,6_activate,1
20428,CAPZA2,6_activate,4
20429,CAPZA3,6_activate,5
20430,CARKD,6_activate,1
20431,CASQ2,6_activate,3
20432,CAV3,6_activate,1
20433,CBR4,6_activate,1
20434,CBR4,6_activate,4
20435,CBR4,6_activate,2
20436,CBX2,6_activate,7
20437,CBX2,6_activate,6
20438,CBX7,6_activate,3
20439,CBX7,6_activate,1
20440,CCDC136,6_activate,3
20441,CCDC136,6_activate,4
20442,CCDC151,6_activate,1
20443,CCDC151,6_activate,1
20444,CCDC19,6_activate,1
20445,CCDC19,6_activate,2
20446,CCDC19,6_activate,6
20447,CCDC3,6_activate,3
20448,CCDC51,6_activate,2
20449,CCDC51,6_activate,2
20450,CCDC53,6_activate,3
20451,CCDC53,6_activate,1
20452,CCDC88A,6_activate,1
20453,CCDC88A,6_activate,4
20454,CCDC92,6_activate,2
20455,CCDC92,6_activate,8
20456,CCDC93,6_activate,2
20457,CCDC93,6_activate,4
20458,CCDC93,6_activate,1
20459,CCDC93,6_activate,3
20460,CCL3L1,6_activate,3
20461,CCL3L1,6_activate,3
20462,CD14,6_activate,5
20463,CD14,6_activate,3
20464,CD14,6_activate,8
20465,CD1B,6_activate,4
20466,CD1B,6_activate,3
20467,CD300E,6_activate,5
20468,CD302,6_activate,1
20469,CD302,6_activate,2
20470,CD320,6_activate,3
20471,CD320,6_activate,4
20472,CD3EAP,6_activate,6
20473,CD3EAP,6_activate,2
20474,CD48,6_activate,1
20475,CDC42EP1,6_activate,2
20476,CDC42EP1,6_activate,1
20477,CDC42EP1,6_activate,2
20478,CDC42EP2,6_activate,6
20479,CDC42EP3,6_activate,2
20480,CDC42EP3,6_activate,1
20481,CDC42EP3,6_activate,5
20482,CDC42EP4,6_activate,5
20483,CDC42EP4,6_activate,1
20484,CDC42EP5,6_activate,3
20485,CDC42EP5,6_activate,1
20486,CDC42EP5,6_activate,1
20487,CDC42SE1,6_activate,1
20488,CDC42SE1,6_activate,13
20489,CDH12,6_activate,1
20490,CDH12,6_activate,7
20491,CDH3,6_activate,3
20492,CDK5RAP1,6_activate,5
20493,CDKAL1,6_activate,6
20494,CDKAL1,6_activate,2
20495,CDKAL1,6_activate,1
20496,CDS2,6_activate,3
20497,CDV3,6_activate,4
20498,CDV3,6_activate,1
20499,CDYL,6_activate,3
20500,CDYL,6_activate,2
20501,CEP170B,6_activate,12
20502,CEP170B,6_activate,5
20503,CEP170B,6_activate,2
20504,CEP170B,6_activate,6
20505,CERCAM,6_activate,4
20506,CERCAM,6_activate,6
20507,CERS4,6_activate,3
20508,CERS4,6_activate,2
20509,CERS5,6_activate,4
20510,CERS5,6_activate,2
20511,CES2,6_activate,1
20512,CES2,6_activate,1
20513,CGNL1,6_activate,2
20514,CGN,6_activate,5
20515,CGN,6_activate,5
20516,CH25H,6_activate,3
20517,CH25H,6_activate,2
20518,CH25H,6_activate,3
20519,CHCHD10,6_activate,3
20520,CHCHD10,6_activate,5
20521,CHCHD10,6_activate,4
20522,CHCHD1,6_activate,2
20523,CHCHD1,6_activate,1
20524,CHCHD2,6_activate,4
20525,CHCHD3,6_activate,6
20526,CHCHD3,6_activate,1
20527,CHCHD4,6_activate,3
20528,CHCHD4,6_activate,4
20529,CHCHD5,6_activate,6
20530,CHCHD5,6_activate,7
20531,CHCHD5,6_activate,1
20532,CHCHD5,6_activate,3
20533,CHCHD6,6_activate,2
20534,CHCHD6,6_activate,1
20535,CHCHD7,6_activate,2
20536,CHCHD7,6_activate,1
20537,CHD6,6_activate,1
20538,CHD6,6_activate,4
20539,CHD7,6_activate,6
20540,CHDH,6_activate,2
20541,CHGB,6_activate,2
20542,CHIC1,6_activate,1
20543,CHIC1,6_activate,2
20544,CHMP1A,6_activate,9
20545,CHMP1A,6_activate,1
20546,CHMP1A,6_activate,5
20547,CHMP1B,6_activate,1
20548,CHMP1B,6_activate,1
20549,CHMP1B,6_activate,2
20550,CHMP2B,6_activate,3
20551,CHMP2B,6_activate,4
20552,CHMP2B,6_activate,5
20553,CHPF2,6_activate,3
20554,CHPT1,6_activate,3
20555,CHPT1,6_activate,1
20556,CHRDL2,6_activate,1
20557,CHRD,6_activate,2
20558,CHRD,6_activate,1
20559,CHTF18,6_activate,10
20560,CISD1,6_activate,7
20561,CISD2,6_activate,12
20562,CISD2,6_activate,7
20563,CISD3,6_activate,1
20564,CLCN5,6_activate,1
20565,CLCN5,6_activate,2
20566,CLCN5,6_activate,3
20567,CLDN8,6_activate,1
20568,CLDN8,6_activate,2
20569,CLEC2L,6_activate,1
20570,CLIC1,6_activate,1
20571,CLIP1,6_activate,1
20572,CLSTN2,6_activate,3
20573,CLTA,6_activate,1
20574,CLTA,6_activate,11
20575,CLTB,6_activate,1
20576,CLTCL1,6_activate,4
20577,CLTC,6_activate,3
20578,CLTC,6_activate,5
20579,CLTC,6_activate,1
20580,CMC1,6_activate,3
20581,CMC2,6_activate,2
20582,CNIH4,6_activate,2
20583,CNN1,6_activate,3
20584,CNN1,6_activate,4
20585,CNN1,6_activate,4
20586,CNN1,6_activate,4
20587,CNN1,6_activate,5
20588,CNN2,6_activate,4
20589,CNN2,6_activate,6
20590,CNN2,6_activate,3
20591,CNNM4,6_activate,2
20592,CNNM4,6_activate,2
20593,CNTLN,6_activate,2
20594,CNTLN,6_activate,7
20595,CNTLN,6_activate,6
20596,COA4,6_activate,11
20597,COA4,6_activate,3
20598,COA4,6_activate,1
20599,COA5,6_activate,3
20600,COA5,6_activate,3
20601,COA6,6_activate,1
20602,COA6,6_activate,2
20603,COG1,6_activate,5
20604,COG1,6_activate,13
20605,COG1,6_activate,7
20606,COG8,6_activate,3
20607,COG8,6_activate,7
20608,COL14A1,6_activate,9
20609,COLGALT1,6_activate,6
20610,COLGALT1,6_activate,1
20611,COMMD10,6_activate,2
20612,COPA,6_activate,2
20613,COPA,6_activate,9
20614,COPB1,6_activate,4
20615,COPB1,6_activate,1
20616,COPE,6_activate,2
20617,COPE,6_activate,4
20618,COPE,6_activate,1
20619,COPG1,6_activate,1
20620,COPG1,6_activate,1
20621,COPG2,6_activate,1
20622,COPG2,6_activate,1
20623,COPZ1,6_activate,1
20624,COPZ1,6_activate,1
20625,COPZ1,6_activate,1
20626,COPZ1,6_activate,1
20627,COPZ2,6_activate,4
20628,COPZ2,6_activate,1
20629,COPZ2,6_activate,2
20630,COQ10A,6_activate,2
20631,COQ10B,6_activate,3
20632,COQ2,6_activate,6
20633,COQ2,6_activate,8
20634,COQ3,6_activate,3
20635,COQ4,6_activate,4
20636,COQ5,6_activate,7
20637,COQ7,6_activate,12
20638,COQ7,6_activate,4
20639,CORO1B,6_activate,7
20640,CORO1B,6_activate,1
20641,CORO1B,6_activate,9
20642,CORO1C,6_activate,1
20643,CORO1C,6_activate,4
20644,CORO1C,6_activate,1
20645,CORO1C,6_activate,11
20646,CORO7,6_activate,14
20647,COTL1,6_activate,4
20648,COX10,6_activate,5
20649,COX10,6_activate,11
20650,COX11,6_activate,3
20651,COX14,6_activate,9
20652,COX17,6_activate,1
20653,COX17,6_activate,25
20654,COX20,6_activate,4
20655,COX20,6_activate,1
20656,COX20,6_activate,4
20657,COX4I2,6_activate,4
20658,COX6B2,6_activate,6
20659,COX6B2,6_activate,2
20660,COX6B2,6_activate,1
20661,COX7A2L,6_activate,1
20662,COX8C,6_activate,1
20663,CPED1,6_activate,1
20664,CPED1,6_activate,2
20665,CPED1,6_activate,1
20666,CPLX3,6_activate,12
20667,CPLX3,6_activate,2
20668,CPLX3,6_activate,1
20669,CPLX3,6_activate,10
20670,CPNE1,6_activate,4
20671,CPNE1,6_activate,3
20672,CPNE1,6_activate,8
20673,CPNE1,6_activate,4
20674,CPNE2,6_activate,2
20675,CPNE2,6_activate,1
20676,CPNE3,6_activate,3
20677,CPNE3,6_activate,1
20678,CPNE4,6_activate,5
20679,CPNE4,6_activate,1
20680,CPNE4,6_activate,1
20681,CPNE4,6_activate,1
20682,CPOX,6_activate,2
20683,CPSF1,6_activate,8
20684,CPSF4,6_activate,13
20685,CPSF4,6_activate,1
20686,CREB3L1,6_activate,9
20687,CREB3L1,6_activate,2
20688,CREB3L1,6_activate,6
20689,CREB3L3,6_activate,3
20690,CREG2,6_activate,4
20691,CRIPAK,6_activate,2
20692,CRIPT,6_activate,7
20693,CRIPT,6_activate,2
20694,CRY1,6_activate,1
20695,CRYM,6_activate,2
20696,CSGALNACT1,6_activate,2
20697,CSGALNACT1,6_activate,3
20698,CSGALNACT1,6_activate,11
20699,CSMD1,6_activate,6
20700,CSRP3,6_activate,2
20701,CSRP3,6_activate,1
20702,CSRP3,6_activate,2
20703,CSRP3,6_activate,3
20704,CST6,6_activate,6
20705,CST6,6_activate,5
20706,CTNNAL1,6_activate,11
20707,CTNNAL1,6_activate,5
20708,CTNNAL1,6_activate,3
20709,CTNNAL1,6_activate,1
20710,CTPS2,6_activate,2
20711,CTPS2,6_activate,3
20712,CTTNBP2NL,6_activate,3
20713,CTTNBP2,6_activate,2
20714,CTU1,6_activate,1
20715,CTU1,6_activate,5
20716,CTU2,6_activate,2
20717,CTU2,6_activate,3
20718,CWH43,6_activate,1
20719,CWH43,6_activate,7
20720,CWH43,6_activate,1
20721,CXADR,6_activate,3
20722,CXCL16,6_activate,1
20723,CXCL16,6_activate,3
20724,CXCL16,6_activate,3
20725,CXCL16,6_activate,18
20726,CXCL1,6_activate,2
20727,CXCL1,6_activate,1
20728,CXCL1,6_activate,6
20729,CXCL1,6_activate,3
20730,CXXC4,6_activate,4
20731,CXXC4,6_activate,2
20732,CXorf23,6_activate,2
20733,CXorf23,6_activate,6
20734,CXorf23,6_activate,3
20735,CYB5D2,6_activate,2
20736,CYB5R2,6_activate,1
20737,CYB5R2,6_activate,2
20738,CYB5R2,6_activate,1
20739,CYB5R4,6_activate,8
20740,CYBA,6_activate,2
20741,CYFIP1,6_activate,6
20742,CYFIP2,6_activate,4
20743,CYFIP2,6_activate,2
20744,CYLC1,6_activate,4
20745,CYLC1,6_activate,7
20746,CYLC2,6_activate,2
20747,CYP20A1,6_activate,1
20748,CYP20A1,6_activate,1
20749,CYP26B1,6_activate,7
20750,CYP27A1,6_activate,1
20751,CYP27A1,6_activate,5
20752,CYP27C1,6_activate,8
20753,CYP2W1,6_activate,11
20754,CYP39A1,6_activate,3
20755,CYP3A43,6_activate,5
20756,CYP4F11,6_activate,2
20757,CYP4F12,6_activate,3
20758,CYP4F12,6_activate,1
20759,CYP4F12,6_activate,6
20760,CYP4F22,6_activate,2
20761,CYP4F22,6_activate,3
20762,CYP4F22,6_activate,11
20763,CYP4F22,6_activate,7
20764,CYP4F2,6_activate,11
20765,CYP4F2,6_activate,1
20766,CYP4F3,6_activate,1
20767,CYP4F3,6_activate,7
20768,CYP4F8,6_activate,6
20769,CYP4F8,6_activate,4
20770,CYP7A1,6_activate,1
20771,CYP7A1,6_activate,3
20772,CYP7B1,6_activate,2
20773,CYP7B1,6_activate,3
20774,CYP7B1,6_activate,2
20775,CYTH1,6_activate,3
20776,CYTH4,6_activate,1
20777,CYTH4,6_activate,5
20778,CYTH4,6_activate,3
20779,D2HGDH,6_activate,4
20780,DAAM1,6_activate,1
20781,DAAM1,6_activate,8
20782,DAAM1,6_activate,1
20783,DAGLA,6_activate,2
20784,DAGLA,6_activate,5
20785,DAGLA,6_activate,3
20786,DAOA,6_activate,1
20787,DAOA,6_activate,5
20788,DAZAP1,6_activate,1
20789,DBN1,6_activate,1
20790,DBN1,6_activate,2
20791,DBN1,6_activate,2
20792,DBN1,6_activate,3
20793,DBT,6_activate,1
20794,DBT,6_activate,2
20795,DCAF5,6_activate,2
20796,DCAKD,6_activate,3
20797,DCAKD,6_activate,2
20798,DCSTAMP,6_activate,3
20799,DCTN5,6_activate,1
20800,DCTN5,6_activate,1
20801,DCTN6,6_activate,16
20802,DCTN6,6_activate,6
20803,DCTN6,6_activate,1
20804,DDHD1,6_activate,3
20805,DDRGK1,6_activate,3
20806,DDRGK1,6_activate,4
20807,DDT,6_activate,1
20808,DDT,6_activate,2
20809,DDT,6_activate,7
20810,DDT,6_activate,3
20811,DDX19A,6_activate,2
20812,DDX19B,6_activate,3
20813,DDX19B,6_activate,1
20814,DDX19B,6_activate,1
20815,DDX19B,6_activate,1
20816,DDX1,6_activate,5
20817,DDX28,6_activate,3
20818,DDX28,6_activate,1
20819,DDX28,6_activate,2
20820,DENND1A,6_activate,1
20821,DENND1A,6_activate,1
20822,DERL2,6_activate,1
20823,DGAT1,6_activate,8
20824,DGAT1,6_activate,2
20825,DGAT2,6_activate,1
20826,DGAT2,6_activate,1
20827,DHTKD1,6_activate,1
20828,DHTKD1,6_activate,3
20829,DHX15,6_activate,2
20830,DHX15,6_activate,1
20831,DHX29,6_activate,1
20832,DHX30,6_activate,1
20833,DHX30,6_activate,6
20834,DHX30,6_activate,7
20835,DHX30,6_activate,3
20836,DHX30,6_activate,4
20837,DHX32,6_activate,12
20838,DHX32,6_activate,1
20839,DHX32,6_activate,4
20840,DHX37,6_activate,4
20841,DIAPH3,6_activate,4
20842,DIMT1,6_activate,11
20843,DIRAS2,6_activate,1
20844,DIRAS2,6_activate,2
20845,DMGDH,6_activate,2
20846,DNAH10,6_activate,3
20847,DNAH10,6_activate,1
20848,DNAH12,6_activate,2
20849,DNAH17,6_activate,2
20850,DNAH1,6_activate,2
20851,DNAH1,6_activate,9
20852,DNAH3,6_activate,6
20853,DNAH3,6_activate,4
20854,DNAH7,6_activate,1
20855,DNAH7,6_activate,3
20856,DNAI1,6_activate,2
20857,DNAI2,6_activate,2
20858,DNAJC25-GNG10,6_activate,2
20859,DNAJC25-GNG10,6_activate,1
20860,DNAJC25-GNG10,6_activate,8
20861,DNAL1,6_activate,1
20862,DNAL1,6_activate,3
20863,DNAL1,6_activate,1
20864,DNALI1,6_activate,1
20865,DNALI1,6_activate,2
20866,DNALI1,6_activate,4
20867,DNER,6_activate,1
20868,DNER,6_activate,6
20869,DNLZ,6_activate,9
20870,DOC2A,6_activate,1
20871,DOC2A,6_activate,1
20872,DOC2A,6_activate,5
20873,DOC2A,6_activate,4
20874,DOC2B,6_activate,1
20875,DOCK10,6_activate,2
20876,DOCK10,6_activate,2
20877,DOCK11,6_activate,2
20878,DOCK11,6_activate,3
20879,DOCK3,6_activate,4
20880,DOCK3,6_activate,8
20881,DOCK3,6_activate,1
20882,DOCK4,6_activate,6
20883,DOCK5,6_activate,1
20884,DOCK5,6_activate,3
20885,DOCK5,6_activate,6
20886,DOCK8,6_activate,1
20887,DOCK8,6_activate,1
20888,DOPEY2,6_activate,1
20889,DOPEY2,6_activate,6
20890,DPM1,6_activate,6
20891,DPM1,6_activate,3
20892,DPM1,6_activate,6
20893,DPM1,6_activate,1
20894,DPM2,6_activate,8
20895,DPM2,6_activate,1
20896,DPM3,6_activate,6
20897,DPM3,6_activate,3
20898,DPM3,6_activate,1
20899,DPM3,6_activate,1
20900,DPYSL2,6_activate,3
20901,DQX1,6_activate,2
20902,DQX1,6_activate,11
20903,DRP2,6_activate,6
20904,DSC3,6_activate,4
20905,DSC3,6_activate,14
20906,DSG4,6_activate,3
20907,DSG4,6_activate,1
20908,DSP,6_activate,2
20909,DSP,6_activate,1
20910,DTNB,6_activate,1
20911,DTNB,6_activate,1
20912,DUS1L,6_activate,2
20913,DUS1L,6_activate,5
20914,DUS2,6_activate,1
20915,DUS2,6_activate,1
20916,DUS2,6_activate,1
20917,DYNC1I2,6_activate,12
20918,DYNC1I2,6_activate,8
20919,DYNC2H1,6_activate,1
20920,DYNC2H1,6_activate,1
20921,DYNC2H1,6_activate,2
20922,DYNLRB1,6_activate,1
20923,DYNLRB2,6_activate,10
20924,DYNLRB2,6_activate,3
20925,EBAG9,6_activate,2
20926,EBPL,6_activate,7
20927,EBPL,6_activate,4
20928,ECHDC1,6_activate,8
20929,ECHDC1,6_activate,1
20930,ECHDC1,6_activate,2
20931,ECHDC1,6_activate,12
20932,ECHDC3,6_activate,2
20933,EDF1,6_activate,3
20934,EDF1,6_activate,1
20935,EED,6_activate,3
20936,EED,6_activate,2
20937,EEFSEC,6_activate,6
20938,EEFSEC,6_activate,3
20939,EFHD2,6_activate,3
20940,EFHD2,6_activate,8
20941,ELAC2,6_activate,1
20942,ELAC2,6_activate,5
20943,ELMO1,6_activate,6
20944,ELMO1,6_activate,5
20945,ELMO2,6_activate,1
20946,ELMO3,6_activate,1
20947,ELMOD1,6_activate,1
20948,ELMOD1,6_activate,1
20949,ELMOD2,6_activate,1
20950,ELMOD2,6_activate,1
20951,ELMOD2,6_activate,5
20952,ELMOD3,6_activate,1
20953,ELOVL1,6_activate,1
20954,ELOVL1,6_activate,7
20955,ELOVL1,6_activate,1
20956,ELOVL3,6_activate,18
20957,ELOVL3,6_activate,5
20958,ELOVL3,6_activate,4
20959,ELOVL6,6_activate,2
20960,ELOVL6,6_activate,1
20961,ELOVL7,6_activate,2
20962,EMC1,6_activate,3
20963,EMC1,6_activate,4
20964,EMC3,6_activate,17
20965,EMC4,6_activate,5
20966,EMC4,6_activate,3
20967,EMC6,6_activate,4
20968,EMC7,6_activate,9
20969,EMC7,6_activate,1
20970,EMC8,6_activate,1
20971,EMC8,6_activate,1
20972,EMC9,6_activate,1
20973,EMC9,6_activate,3
20974,ENPP7,6_activate,7
20975,EPB41L1,6_activate,2
20976,EPB41L1,6_activate,5
20977,EPB41L1,6_activate,1
20978,EPB41L2,6_activate,6
20979,EPB41L3,6_activate,1
20980,EPB41L3,6_activate,5
20981,EPB41L4A,6_activate,4
20982,EPB41L4B,6_activate,1
20983,EPB41L5,6_activate,3
20984,EPB41L5,6_activate,1
20985,EPB41L5,6_activate,3
20986,EPB41L5,6_activate,1
20987,EPB41,6_activate,1
20988,EPB41,6_activate,14
20989,EPB42,6_activate,1
20990,EPCAM,6_activate,1
20991,EPCAM,6_activate,2
20992,EPPK1,6_activate,1
20993,EPPK1,6_activate,3
20994,EPPK1,6_activate,2
20995,EPS15L1,6_activate,5
20996,EPS8L2,6_activate,3
20997,EPT1,6_activate,5
20998,EQTN,6_activate,1
20999,EQTN,6_activate,7
21000,ERAL1,6_activate,2
21001,ERAS,6_activate,3
21002,ERC2,6_activate,1
21003,ERC2,6_activate,3
21004,ERC2,6_activate,3
21005,ERGIC2,6_activate,4
21006,ERGIC2,6_activate,6
21007,ERGIC2,6_activate,2
21008,ERI1,6_activate,3
21009,ERI1,6_activate,2
21010,ERP27,6_activate,1
21011,ERP27,6_activate,6
21012,ERP27,6_activate,2
21013,ESPN,6_activate,1
21014,ESPN,6_activate,3
21015,ESPN,6_activate,10
21016,ESPN,6_activate,1
21017,ESPN,6_activate,3
21018,ESRP2,6_activate,1
21019,ESRP2,6_activate,6
21020,ETFA,6_activate,1
21021,ETHE1,6_activate,8
21022,ETHE1,6_activate,2
21023,EVL,6_activate,3
21024,EVL,6_activate,6
21025,EVL,6_activate,1
21026,EVPL,6_activate,1
21027,EXD3,6_activate,2
21028,EXD3,6_activate,1
21029,EXD3,6_activate,1
21030,EXD3,6_activate,4
21031,EXOC1,6_activate,1
21032,EXOC2,6_activate,1
21033,EXOC4,6_activate,2
21034,EXOC4,6_activate,6
21035,EXOC4,6_activate,1
21036,EXOC6,6_activate,1
21037,EXOC6,6_activate,7
21038,EXOC6,6_activate,7
21039,EXOG,6_activate,2
21040,EXOG,6_activate,2
21041,EZR,6_activate,1
21042,EZR,6_activate,3
21043,EZR,6_activate,1
21044,EZR,6_activate,3
21045,F11R,6_activate,2
21046,F11R,6_activate,2
21047,F11R,6_activate,3
21048,F11R,6_activate,1
21049,F11R,6_activate,10
21050,F11R,6_activate,6
21051,FA2H,6_activate,5
21052,FA2H,6_activate,2
21053,FAHD1,6_activate,2
21054,FAHD2A,6_activate,4
21055,FAHD2B,6_activate,4
21056,FAHD2B,6_activate,2
21057,FAHD2B,6_activate,2
21058,FAM136A,6_activate,4
